time_s,throttle_deflection_percent,tank_pressure_bar,pump_pressure_bar,filter_pressure_drop_bar,valve_opening_percent,injector_flow_lpm,fuel_temperature_c,rotor_speed_rpm,vibration_mm_s,health_status,failure_mode,recommended_action
0.0,68.72700594236812,0.5925664644193098,63.0852841867953,6.72702994208898,78.59979391417964,25.745420811097684,37.790834489338636,5903.879945472889,3.601339619736978,Healthy,None,Continue Operation
0.1001001001001001,97.53571532049581,0.770950473689179,62.348939953599995,7.966813971913723,90.27161646499931,28.937426375000857,-19.313636547380053,5918.677252823113,3.4364150220656384,Healthy,None,Continue Operation
0.2002002002002002,86.59969709057026,0.9364729179382041,95.31272902605184,2.50467898792499,88.00804648950796,44.18189572808721,64.68734760257779,5983.124580508994,0.4787709933167883,Healthy,None,Continue Operation
0.3003003003003003,79.93292420985183,0.8661124432047806,62.477309992475305,6.248740996069989,57.69499523468868,23.600175442395685,33.573948688308974,5976.676835633833,4.612862024529,Healthy,None,Continue Operation
0.4004004004004004,57.80093202212183,0.9032805739307248,63.59748630643155,5.717459831437487,57.462473487073694,44.78598739248685,-21.13553397316549,5935.064269145715,2.842361010784098,Healthy,None,Continue Operation
0.5005005005005005,57.79972601681013,0.8293916833553587,87.96991312089818,8.32830376788271,63.40871838724567,13.525377239067659,75.48056689774482,5937.681062777421,1.8186276056784212,Healthy,None,Continue Operation
0.6006006006006006,52.90418060840997,0.8461382822589263,72.486992122527,9.060870604812605,68.05373631705186,41.07193748834523,22.203855600238477,5953.355443355358,3.7826929174765334,Healthy,None,Continue Operation
0.7007007007007008,93.30880728874675,0.9245978257826597,88.83552784775907,0.12156771477386807,70.42277907042413,43.90190532218946,-31.2521857754014,5900.024100468513,1.2868272920081703,Healthy,None,Continue Operation
0.8008008008008008,80.05575058716045,0.624834004429593,53.26830787821926,6.740199190587926,83.98486084166726,17.27270611349355,35.219948529808065,5924.124433603803,3.467549185231602,Healthy,None,Continue Operation
0.9009009009009009,85.40362888980228,0.7447124818215702,74.37855968366921,0.5183579911972902,52.83402160829177,27.21386129488802,-9.616131158462771,5920.823180860822,0.1985560378612361,Healthy,None,Continue Operation
1.001001001001001,51.029224714790125,0.6106047209098011,24.582832163862733,5.488586650773559,51.73363521130332,13.297228293578192,56.44321422527629,5891.445765088094,5.450568164670723,Critical,Pump Failure,Replace Pump
1.1011011011011012,98.49549260809971,0.9938340039983236,53.13266017276773,2.876327290436782,69.59552814719545,38.26416515976871,58.13864882794287,5980.590584253344,2.2408542351065925,Healthy,None,Continue Operation
1.2012012012012012,91.62213204002109,0.9720296698433066,95.32187266722055,3.067765995221412,84.85818460689902,31.41391072246627,77.47368270255943,5927.967385654644,3.1834645717897088,Healthy,None,Continue Operation
1.3013013013013013,60.61695553391381,0.519713405684253,56.96226855587976,3.5295850345235658,59.67176714782413,35.41293386833284,20.224343722940446,5919.152132205015,1.1061890990334184,Healthy,None,Continue Operation
1.4014014014014016,59.09124836035503,0.8527875862578442,22.725577488154006,6.212924490496102,82.0752240628126,14.357728403540632,14.594825567328456,5848.49922845775,6.527882296639129,Critical,Pump Failure,Replace Pump
1.5015015015015016,59.17022549267169,0.9626241587078329,70.55478013003533,3.340499656687692,62.991406897014976,18.46983448209678,50.41707265357768,5986.564503637273,3.861201379466383,Healthy,None,Continue Operation
1.6016016016016017,65.21211214797688,0.5902876725636668,67.36716631294213,7.326990505902804,94.30430544067582,11.659893020396254,-24.103521238968813,5924.1349703837495,2.366065934421994,Healthy,None,Continue Operation
1.7017017017017018,76.2378215816119,0.7839726152763147,94.99166728436361,4.045273855738697,94.78449721333082,22.882701407829188,25.629861655174906,5907.85362427928,3.0886346203089716,Healthy,None,Continue Operation
1.8018018018018018,71.5972509321058,0.9577441487940209,51.091169838774476,0.6835320030995862,50.0,15.625391134081626,25.549712015702113,5708.299860877142,2.281629619111993,Critical,Valve Sticking,Service Valve
1.9019019019019021,64.5614570099021,0.5169729892928994,23.638994064953323,7.837598424841072,61.49968769816203,14.166371525143788,-29.263225262753533,5845.427072436042,8.597792066327175,Critical,Pump Failure,Replace Pump
2.002002002002002,80.59264473611897,0.84871013362342,98.16972171067752,27.024175281503645,70.56519860331156,36.67709789834723,10.158090260829631,5931.704597253992,2.489345902571596,Warning,Clogged Filter,Inspect Filter
2.1021021021021022,56.97469303260209,0.6486745036862753,78.0084091730921,4.3276687959926265,62.026579259007434,27.415852935990056,62.394175828064235,5981.679336957434,4.209043545144095,Healthy,None,Continue Operation
2.2022022022022023,64.6072324267609,0.9621980976882651,96.84112310165459,29.760705860319042,83.61919216458517,48.12480457576551,62.73843463935923,5912.841578728353,4.006760291351243,Warning,Clogged Filter,Inspect Filter
2.3023023023023024,68.31809216468459,0.9855291225826839,52.612893964301186,3.32456157148712,91.30323422741428,38.76980802303328,-28.09148020963828,5979.266247675162,2.0525241067417825,Healthy,None,Continue Operation
2.4024024024024024,72.8034992108518,0.972133244556717,25.17432559812963,0.5658565614671562,83.65460654556085,12.161779960733824,-29.1134940702603,5899.169946101856,9.637806744095212,Critical,Pump Failure,Replace Pump
